,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
71,Then It All Goes Away - Dancing,0.655,0.566,7,-16.391,1,0.0363,0.0521,0.853,0.358,0.826,140.004,audio_features,12zkNy8ToOkr7TMvNKhKef,spotify:track:12zkNy8ToOkr7TMvNKhKef,https://api.spotify.com/v1/tracks/12zkNy8ToOkr7TMvNKhKef,https://api.spotify.com/v1/audio-analysis/12zkNy8ToOkr7TMvNKhKef,282000,4
72,GODDESS REIGN,0.851,0.681,7,-8.051,1,0.0611,0.163,0.00124,0.108,0.918,130.007,audio_features,28UpQYrPTTYSf1hnpgWHys,spotify:track:28UpQYrPTTYSf1hnpgWHys,https://api.spotify.com/v1/tracks/28UpQYrPTTYSf1hnpgWHys,https://api.spotify.com/v1/audio-analysis/28UpQYrPTTYSf1hnpgWHys,209773,4
73,Let's Do It,0.648,0.0526,2,-20.236,0,0.0474,0.799,0.0,0.0856,0.324,78.655,audio_features,4t8sAjyCzzNKeQhFavo45r,spotify:track:4t8sAjyCzzNKeQhFavo45r,https://api.spotify.com/v1/tracks/4t8sAjyCzzNKeQhFavo45r,https://api.spotify.com/v1/audio-analysis/4t8sAjyCzzNKeQhFavo45r,214373,4
74,I Love You More Than You Know (feat. Childish Gambino),0.625,0.592,11,-8.034,0,0.0363,0.0971,0.073,0.119,0.217,88.04,audio_features,0oXOnlYymBNd7WtRwuMkRy,spotify:track:0oXOnlYymBNd7WtRwuMkRy,https://api.spotify.com/v1/tracks/0oXOnlYymBNd7WtRwuMkRy,https://api.spotify.com/v1/audio-analysis/0oXOnlYymBNd7WtRwuMkRy,263360,4
75,Louis Drax,0.287,0.179,0,-16.555,0,0.0354,0.952,0.87,0.0964,0.0337,105.745,audio_features,7tPIHFHwKacIHuE8gdLZp7,spotify:track:7tPIHFHwKacIHuE8gdLZp7,https://api.spotify.com/v1/tracks/7tPIHFHwKacIHuE8gdLZp7,https://api.spotify.com/v1/audio-analysis/7tPIHFHwKacIHuE8gdLZp7,189387,3
76,Wild Time,0.382,0.423,7,-9.929,1,0.0269,0.551,0.0065,0.21,0.233,141.359,audio_features,5V25JNAs17PQ3dJfmMIqSG,spotify:track:5V25JNAs17PQ3dJfmMIqSG,https://api.spotify.com/v1/tracks/5V25JNAs17PQ3dJfmMIqSG,https://api.spotify.com/v1/audio-analysis/5V25JNAs17PQ3dJfmMIqSG,369265,4
77,Para pra Pensar,0.579,0.483,2,-9.055,1,0.0279,0.737,0.0,0.211,0.333,82.564,audio_features,2WkPYMkZQ480vVrD3v02sB,spotify:track:2WkPYMkZQ480vVrD3v02sB,https://api.spotify.com/v1/tracks/2WkPYMkZQ480vVrD3v02sB,https://api.spotify.com/v1/audio-analysis/2WkPYMkZQ480vVrD3v02sB,224534,3
78,The Weather,0.254,0.788,11,-6.632,0,0.0618,0.743,0.185,0.0598,0.249,75.749,audio_features,6s3SHGv2Dl0pTBQcMpMi4C,spotify:track:6s3SHGv2Dl0pTBQcMpMi4C,https://api.spotify.com/v1/tracks/6s3SHGv2Dl0pTBQcMpMi4C,https://api.spotify.com/v1/audio-analysis/6s3SHGv2Dl0pTBQcMpMi4C,238720,4
79,On Melancholy Hill - Acoustic Version,0.567,0.137,2,-18.259,1,0.0333,0.96,0.625,0.0984,0.0718,113.807,audio_features,2H2joaEDlwHY4Ng6ZcasBr,spotify:track:2H2joaEDlwHY4Ng6ZcasBr,https://api.spotify.com/v1/tracks/2H2joaEDlwHY4Ng6ZcasBr,https://api.spotify.com/v1/audio-analysis/2H2joaEDlwHY4Ng6ZcasBr,208639,4
80,Marquinha,0.679,0.471,6,-10.427,0,0.206,0.11,0.0,0.0709,0.72,79.748,audio_features,4CvoPPB7Rcf600XgehVs37,spotify:track:4CvoPPB7Rcf600XgehVs37,https://api.spotify.com/v1/tracks/4CvoPPB7Rcf600XgehVs37,https://api.spotify.com/v1/audio-analysis/4CvoPPB7Rcf600XgehVs37,267000,4
81,I Found a Reason - 2015 Remaster,0.424,0.289,5,-12.063,1,0.0271,0.0619,0.000444,0.104,0.335,77.941,audio_features,63OJHHu2ambZAvdrvhdT2b,spotify:track:63OJHHu2ambZAvdrvhdT2b,https://api.spotify.com/v1/tracks/63OJHHu2ambZAvdrvhdT2b,https://api.spotify.com/v1/audio-analysis/63OJHHu2ambZAvdrvhdT2b,255680,3
82,Samba de Novela,0.727,0.749,4,-7.035,1,0.0668,0.455,0.0,0.0997,0.677,149.973,audio_features,3LkhWWarDHcfXgWtahraP0,spotify:track:3LkhWWarDHcfXgWtahraP0,https://api.spotify.com/v1/tracks/3LkhWWarDHcfXgWtahraP0,https://api.spotify.com/v1/audio-analysis/3LkhWWarDHcfXgWtahraP0,198019,4
83,I Know It's Over - 2011 Remaster,0.407,0.424,0,-10.583,1,0.0318,0.0847,0.0,0.234,0.404,113.311,audio_features,3M2bD9SMYnJIPdrTKUnBd3,spotify:track:3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/tracks/3M2bD9SMYnJIPdrTKUnBd3,https://api.spotify.com/v1/audio-analysis/3M2bD9SMYnJIPdrTKUnBd3,349187,3
84,Australia Street,0.456,0.69,0,-8.092,1,0.0448,0.0215,0.0,0.0992,0.512,77.66,audio_features,2e9OK4HiyXyAH5oEtaxnIc,spotify:track:2e9OK4HiyXyAH5oEtaxnIc,https://api.spotify.com/v1/tracks/2e9OK4HiyXyAH5oEtaxnIc,https://api.spotify.com/v1/audio-analysis/2e9OK4HiyXyAH5oEtaxnIc,219027,4
85,I Still Haven't Found What I'm Looking For,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4
86,Hand in Glove - 2011 Remaster,0.445,0.89,0,-7.242,0,0.0354,8.97e-05,0.000176,0.284,0.915,141.802,audio_features,2JZu2ny6Et9wFic99sMF7x,spotify:track:2JZu2ny6Et9wFic99sMF7x,https://api.spotify.com/v1/tracks/2JZu2ny6Et9wFic99sMF7x,https://api.spotify.com/v1/audio-analysis/2JZu2ny6Et9wFic99sMF7x,202587,4
87,Roda do Mundo,0.293,0.592,2,-7.683,0,0.0343,0.0438,0.0928,0.105,0.196,84.049,audio_features,1ftARKF9NEGQn1jOplmOFF,spotify:track:1ftARKF9NEGQn1jOplmOFF,https://api.spotify.com/v1/tracks/1ftARKF9NEGQn1jOplmOFF,https://api.spotify.com/v1/audio-analysis/1ftARKF9NEGQn1jOplmOFF,259028,4
88,Sunset,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,audio_features,69UqtTHfUKAJweQwEStRzC,spotify:track:69UqtTHfUKAJweQwEStRzC,https://api.spotify.com/v1/tracks/69UqtTHfUKAJweQwEStRzC,https://api.spotify.com/v1/audio-analysis/69UqtTHfUKAJweQwEStRzC,214680,4
89,Keen,0.417,0.767,9,-3.31,1,0.193,0.0778,0.0,0.113,0.152,72.573,audio_features,3MkdA6vwF0ifRl86yzTlJW,spotify:track:3MkdA6vwF0ifRl86yzTlJW,https://api.spotify.com/v1/tracks/3MkdA6vwF0ifRl86yzTlJW,https://api.spotify.com/v1/audio-analysis/3MkdA6vwF0ifRl86yzTlJW,189600,3
90,Changes - 2021 Remaster,0.297,0.229,0,-12.337,1,0.0314,0.029,0.000106,0.109,0.194,81.485,audio_features,4JswaI8MTGvai1BNLJwIMd,spotify:track:4JswaI8MTGvai1BNLJwIMd,https://api.spotify.com/v1/tracks/4JswaI8MTGvai1BNLJwIMd,https://api.spotify.com/v1/audio-analysis/4JswaI8MTGvai1BNLJwIMd,282373,3
91,Uprising,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,4VqPOruhp5EdPBeR92t6lQ,spotify:track:4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4
92,cowboy in LA,0.624,0.393,8,-8.916,1,0.0333,0.407,0.0,0.118,0.728,177.963,audio_features,3WZKQtvz5nUiOBBYcQzftX,spotify:track:3WZKQtvz5nUiOBBYcQzftX,https://api.spotify.com/v1/tracks/3WZKQtvz5nUiOBBYcQzftX,https://api.spotify.com/v1/audio-analysis/3WZKQtvz5nUiOBBYcQzftX,213800,4
93,Night Moves,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,audio_features,6UBjSnyP1O5W5ndJoO9vUk,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,https://api.spotify.com/v1/tracks/6UBjSnyP1O5W5ndJoO9vUk,https://api.spotify.com/v1/audio-analysis/6UBjSnyP1O5W5ndJoO9vUk,324423,4
94,love sux,0.552,0.844,0,-4.445,1,0.0774,0.0036,3.5e-05,0.134,0.767,174.0,audio_features,0ML3PJ6f9lgj1B4FQo4kZB,spotify:track:0ML3PJ6f9lgj1B4FQo4kZB,https://api.spotify.com/v1/tracks/0ML3PJ6f9lgj1B4FQo4kZB,https://api.spotify.com/v1/audio-analysis/0ML3PJ6f9lgj1B4FQo4kZB,168804,4
95,A Certain Romance,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,audio_features,0eDQj41kzBhMKQIkTt6OJR,spotify:track:0eDQj41kzBhMKQIkTt6OJR,https://api.spotify.com/v1/tracks/0eDQj41kzBhMKQIkTt6OJR,https://api.spotify.com/v1/audio-analysis/0eDQj41kzBhMKQIkTt6OJR,331200,4
96,Be Quick or Be Dead - 2015 Remaster,0.319,0.965,7,-4.354,0,0.0646,9.4e-05,0.00221,0.141,0.624,127.721,audio_features,7xa3dJQMzBVzsrZ81tNcHP,spotify:track:7xa3dJQMzBVzsrZ81tNcHP,https://api.spotify.com/v1/tracks/7xa3dJQMzBVzsrZ81tNcHP,https://api.spotify.com/v1/audio-analysis/7xa3dJQMzBVzsrZ81tNcHP,203653,4
97,Boa Noite (Ao Vivo),0.66,0.823,5,-6.838,1,0.0721,0.343,0.000172,0.945,0.672,103.283,audio_features,2B3RwDWuGN3vpvJVXtbqGs,spotify:track:2B3RwDWuGN3vpvJVXtbqGs,https://api.spotify.com/v1/tracks/2B3RwDWuGN3vpvJVXtbqGs,https://api.spotify.com/v1/audio-analysis/2B3RwDWuGN3vpvJVXtbqGs,340693,4
98,Come Thou Fount,0.5,0.563,9,-7.354,1,0.0329,0.0282,4.4e-05,0.0961,0.336,143.867,audio_features,4KWqsra7XbtEdZTPYT1ZVJ,spotify:track:4KWqsra7XbtEdZTPYT1ZVJ,https://api.spotify.com/v1/tracks/4KWqsra7XbtEdZTPYT1ZVJ,https://api.spotify.com/v1/audio-analysis/4KWqsra7XbtEdZTPYT1ZVJ,296800,4
99,Blurry Nights,0.833,0.299,8,-12.626,1,0.0467,0.86,0.0128,0.118,0.503,84.991,audio_features,1GYPKqzuyRUsFstDrgVuWo,spotify:track:1GYPKqzuyRUsFstDrgVuWo,https://api.spotify.com/v1/tracks/1GYPKqzuyRUsFstDrgVuWo,https://api.spotify.com/v1/audio-analysis/1GYPKqzuyRUsFstDrgVuWo,203314,4
100,Amiga Vagabunda,0.526,0.7,11,-7.833,0,0.098,0.0656,0.0,0.146,0.85,169.994,audio_features,3jliGZkzhmzaocIzJhMhHR,spotify:track:3jliGZkzhmzaocIzJhMhHR,https://api.spotify.com/v1/tracks/3jliGZkzhmzaocIzJhMhHR,https://api.spotify.com/v1/audio-analysis/3jliGZkzhmzaocIzJhMhHR,148062,4
101,Rock N Roll Train,0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,audio_features,4feXJ5IC3avXsVW9WNFSag,spotify:track:4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/tracks/4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/audio-analysis/4feXJ5IC3avXsVW9WNFSag,261507,4
102,Walk This Way,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,spotify:track:5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,220400,4
103,The Kiss Of Venus (Dominic Fike),0.715,0.374,8,-6.665,1,0.0399,0.627,0.0,0.11,0.633,89.982,audio_features,3gCYle76USfbHa7VDTDg5V,spotify:track:3gCYle76USfbHa7VDTDg5V,https://api.spotify.com/v1/tracks/3gCYle76USfbHa7VDTDg5V,https://api.spotify.com/v1/audio-analysis/3gCYle76USfbHa7VDTDg5V,143531,4
104,No Such Thing,0.668,0.739,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.571,131.918,audio_features,6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/tracks/6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/audio-analysis/6Vecwo7AHst9V2CE3kmwr0,231467,4
105,Sabor de Mel,0.596,0.783,2,-2.767,1,0.0456,0.495,0.0,0.249,0.362,144.03,audio_features,50yPQZWDucOc6n1qdofN7T,spotify:track:50yPQZWDucOc6n1qdofN7T,https://api.spotify.com/v1/tracks/50yPQZWDucOc6n1qdofN7T,https://api.spotify.com/v1/audio-analysis/50yPQZWDucOc6n1qdofN7T,322160,4
106,Conversa de Botas Batidas,0.681,0.474,5,-7.436,1,0.0277,0.276,0.0185,0.163,0.792,133.085,audio_features,42yUlhx59y7G7EmMx5hKc0,spotify:track:42yUlhx59y7G7EmMx5hKc0,https://api.spotify.com/v1/tracks/42yUlhx59y7G7EmMx5hKc0,https://api.spotify.com/v1/audio-analysis/42yUlhx59y7G7EmMx5hKc0,240800,4
107,L.A. Woman,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,audio_features,6DmfWj5kOa1fX8AwN9byOn,spotify:track:6DmfWj5kOa1fX8AwN9byOn,https://api.spotify.com/v1/tracks/6DmfWj5kOa1fX8AwN9byOn,https://api.spotify.com/v1/audio-analysis/6DmfWj5kOa1fX8AwN9byOn,471160,4
108,Bailando Triste,0.327,0.497,4,-14.711,1,0.0383,0.0169,0.34,0.0618,0.272,108.802,audio_features,4gJsODHdl5ju39UY1cLXjc,spotify:track:4gJsODHdl5ju39UY1cLXjc,https://api.spotify.com/v1/tracks/4gJsODHdl5ju39UY1cLXjc,https://api.spotify.com/v1/audio-analysis/4gJsODHdl5ju39UY1cLXjc,272695,4
109,What Did I Ever Give You - 2005 Remaster,0.617,0.725,10,-5.042,1,0.0323,0.0639,4.89e-05,0.0577,0.508,83.944,audio_features,4DdCGK40nfc1BQ8ngQj5iE,spotify:track:4DdCGK40nfc1BQ8ngQj5iE,https://api.spotify.com/v1/tracks/4DdCGK40nfc1BQ8ngQj5iE,https://api.spotify.com/v1/audio-analysis/4DdCGK40nfc1BQ8ngQj5iE,249333,4
110,Hurt,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
111,Seu Fim em Mim,0.938,0.713,8,-7.757,0,0.15,0.364,0.000352,0.137,0.559,119.979,audio_features,2n64LKXEAzaSTzFpjckJh5,spotify:track:2n64LKXEAzaSTzFpjckJh5,https://api.spotify.com/v1/tracks/2n64LKXEAzaSTzFpjckJh5,https://api.spotify.com/v1/audio-analysis/2n64LKXEAzaSTzFpjckJh5,218655,4
112,Cordão,0.515,0.709,4,-9.149,1,0.0302,0.301,0.000147,0.152,0.844,151.557,audio_features,1Zz26uUewyiMfQEKYgZ7oh,spotify:track:1Zz26uUewyiMfQEKYgZ7oh,https://api.spotify.com/v1/tracks/1Zz26uUewyiMfQEKYgZ7oh,https://api.spotify.com/v1/audio-analysis/1Zz26uUewyiMfQEKYgZ7oh,149480,4
113,Eyes on You,0.244,0.859,0,-4.57,1,0.0423,0.0194,0.0279,0.117,0.567,182.956,audio_features,03qKJWqX0I2tlMJiU72P1Y,spotify:track:03qKJWqX0I2tlMJiU72P1Y,https://api.spotify.com/v1/tracks/03qKJWqX0I2tlMJiU72P1Y,https://api.spotify.com/v1/audio-analysis/03qKJWqX0I2tlMJiU72P1Y,280693,4
114,Young And Beautiful,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,audio_features,2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,236053,4
115,Meu Pedaço de Pecado,0.668,0.887,11,-4.404,0,0.0564,0.369,1.39e-06,0.257,0.907,151.92,audio_features,2kJRlOyrxsy7Ot3c5TZ8Q6,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,https://api.spotify.com/v1/tracks/2kJRlOyrxsy7Ot3c5TZ8Q6,https://api.spotify.com/v1/audio-analysis/2kJRlOyrxsy7Ot3c5TZ8Q6,157176,4
116,The DJ Is Crying For Help,0.544,0.652,11,-6.938,0,0.0527,0.346,1.71e-06,0.114,0.519,145.039,audio_features,2fihoO76h66Hio6noF4tQD,spotify:track:2fihoO76h66Hio6noF4tQD,https://api.spotify.com/v1/tracks/2fihoO76h66Hio6noF4tQD,https://api.spotify.com/v1/audio-analysis/2fihoO76h66Hio6noF4tQD,220571,4
117,Different,0.413,0.824,2,-5.141,1,0.0502,4.31e-05,0.0308,0.147,0.668,155.831,audio_features,7MC1G78BDSLIBhRYgA4q6t,spotify:track:7MC1G78BDSLIBhRYgA4q6t,https://api.spotify.com/v1/tracks/7MC1G78BDSLIBhRYgA4q6t,https://api.spotify.com/v1/audio-analysis/7MC1G78BDSLIBhRYgA4q6t,182745,4
118,Left and Right (feat. Jung Kook of BTS) - Galantis Remix,0.736,0.809,2,-4.487,1,0.0323,0.15,0.00151,0.0886,0.744,122.023,audio_features,7twpmDySuCWpASRjWVEdnJ,spotify:track:7twpmDySuCWpASRjWVEdnJ,https://api.spotify.com/v1/tracks/7twpmDySuCWpASRjWVEdnJ,https://api.spotify.com/v1/audio-analysis/7twpmDySuCWpASRjWVEdnJ,165269,4
119,The Shallows,0.473,0.838,8,-6.77,1,0.0456,0.0259,0.345,0.11,0.0861,141.199,audio_features,6X3bQj3QwtVt4Pz4r68IHg,spotify:track:6X3bQj3QwtVt4Pz4r68IHg,https://api.spotify.com/v1/tracks/6X3bQj3QwtVt4Pz4r68IHg,https://api.spotify.com/v1/audio-analysis/6X3bQj3QwtVt4Pz4r68IHg,115120,4
120,Quadro Verde,0.412,0.226,2,-17.421,1,0.0368,0.753,0.0137,0.117,0.159,98.988,audio_features,107RhucTDYZpSmgTyc77FJ,spotify:track:107RhucTDYZpSmgTyc77FJ,https://api.spotify.com/v1/tracks/107RhucTDYZpSmgTyc77FJ,https://api.spotify.com/v1/audio-analysis/107RhucTDYZpSmgTyc77FJ,422627,4
121,Tonight You're Perfect,0.583,0.719,6,-5.643,1,0.035,0.00184,0.0356,0.0919,0.299,123.999,audio_features,3ym8RPF4EQPqtW0v8G44BT,spotify:track:3ym8RPF4EQPqtW0v8G44BT,https://api.spotify.com/v1/tracks/3ym8RPF4EQPqtW0v8G44BT,https://api.spotify.com/v1/audio-analysis/3ym8RPF4EQPqtW0v8G44BT,202107,4
122,Reload - Radio Edit,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045,audio_features,5jyUBKpmaH670zrXrE0wmO,spotify:track:5jyUBKpmaH670zrXrE0wmO,https://api.spotify.com/v1/tracks/5jyUBKpmaH670zrXrE0wmO,https://api.spotify.com/v1/audio-analysis/5jyUBKpmaH670zrXrE0wmO,221273,4
123,These Walls,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,audio_features,7uWVT3UkCAZyANvv0bdyQn,spotify:track:7uWVT3UkCAZyANvv0bdyQn,https://api.spotify.com/v1/tracks/7uWVT3UkCAZyANvv0bdyQn,https://api.spotify.com/v1/audio-analysis/7uWVT3UkCAZyANvv0bdyQn,300973,4
124,A coragem pra decidir deixar de amar alguém,0.691,0.495,0,-8.596,1,0.0459,0.346,7.16e-05,0.616,0.316,127.968,audio_features,6iyBtf6dboO5YVYS3XUbVC,spotify:track:6iyBtf6dboO5YVYS3XUbVC,https://api.spotify.com/v1/tracks/6iyBtf6dboO5YVYS3XUbVC,https://api.spotify.com/v1/audio-analysis/6iyBtf6dboO5YVYS3XUbVC,246347,4
125,i'm too pretty for this,0.503,0.791,7,-5.177,1,0.0499,0.00241,0.0,0.298,0.417,173.921,audio_features,4shULiz3P7luscRsQobtDN,spotify:track:4shULiz3P7luscRsQobtDN,https://api.spotify.com/v1/tracks/4shULiz3P7luscRsQobtDN,https://api.spotify.com/v1/audio-analysis/4shULiz3P7luscRsQobtDN,166037,4
126,Soldier of Love,0.55,0.777,4,-7.299,1,0.0382,0.143,7.46e-06,0.981,0.751,116.14,audio_features,0ll4shInilQVdYVrVVHpjB,spotify:track:0ll4shInilQVdYVrVVHpjB,https://api.spotify.com/v1/tracks/0ll4shInilQVdYVrVVHpjB,https://api.spotify.com/v1/audio-analysis/0ll4shInilQVdYVrVVHpjB,174173,4
127,Eu Te Avisei,0.542,0.396,11,-9.339,0,0.0288,0.13,0.00138,0.143,0.289,82.507,audio_features,4YjuzSoNZpPiWfY268ts3N,spotify:track:4YjuzSoNZpPiWfY268ts3N,https://api.spotify.com/v1/tracks/4YjuzSoNZpPiWfY268ts3N,https://api.spotify.com/v1/audio-analysis/4YjuzSoNZpPiWfY268ts3N,237479,4
128,Não Vou Mentir,0.762,0.424,1,-10.541,0,0.0361,0.138,1.88e-05,0.229,0.376,125.952,audio_features,1gSQpzfCLHngQyW1sJzWRv,spotify:track:1gSQpzfCLHngQyW1sJzWRv,https://api.spotify.com/v1/tracks/1gSQpzfCLHngQyW1sJzWRv,https://api.spotify.com/v1/audio-analysis/1gSQpzfCLHngQyW1sJzWRv,187842,4
129,Reminisce.,0.688,0.302,9,-16.802,1,0.352,0.908,0.871,0.103,0.835,139.525,audio_features,32nzvcvGlAfbo4ysCsUoYv,spotify:track:32nzvcvGlAfbo4ysCsUoYv,https://api.spotify.com/v1/tracks/32nzvcvGlAfbo4ysCsUoYv,https://api.spotify.com/v1/audio-analysis/32nzvcvGlAfbo4ysCsUoYv,79216,3
130,Nettles,0.377,0.912,11,-5.125,0,0.215,0.000182,0.0,0.078,0.455,111.012,audio_features,4mF8UHxjMoYz3cZkTU575d,spotify:track:4mF8UHxjMoYz3cZkTU575d,https://api.spotify.com/v1/tracks/4mF8UHxjMoYz3cZkTU575d,https://api.spotify.com/v1/audio-analysis/4mF8UHxjMoYz3cZkTU575d,104987,3
131,Deus Me Fez Assim,0.412,0.809,9,-3.66,0,0.144,0.0397,0.0,0.0899,0.254,81.47,audio_features,0H8CBal2Dcu5Yc001VotZN,spotify:track:0H8CBal2Dcu5Yc001VotZN,https://api.spotify.com/v1/tracks/0H8CBal2Dcu5Yc001VotZN,https://api.spotify.com/v1/audio-analysis/0H8CBal2Dcu5Yc001VotZN,208941,4
132,Luzes de Natal,0.444,0.552,4,-8.01,0,0.0278,0.259,0.000177,0.207,0.307,84.684,audio_features,0sHrMYAINrZIgGgA9pr9YQ,spotify:track:0sHrMYAINrZIgGgA9pr9YQ,https://api.spotify.com/v1/tracks/0sHrMYAINrZIgGgA9pr9YQ,https://api.spotify.com/v1/audio-analysis/0sHrMYAINrZIgGgA9pr9YQ,164000,4
133,I Would Probably Hate You,0.629,0.841,2,-5.725,1,0.0706,0.0183,0.00135,0.138,0.941,128.031,audio_features,1V7X7PWmsUdZPXhJjn2hAx,spotify:track:1V7X7PWmsUdZPXhJjn2hAx,https://api.spotify.com/v1/tracks/1V7X7PWmsUdZPXhJjn2hAx,https://api.spotify.com/v1/audio-analysis/1V7X7PWmsUdZPXhJjn2hAx,180023,4
134,"PowerBI, o novo Excel? – Hipsters Ponto Tech #246",0.81,0.689,2,-4.901,0,0.0818,0.629,0.0,0.179,0.57,95.005,audio_features,36ndD0PrOlo8NYc4xmZBZe,spotify:track:36ndD0PrOlo8NYc4xmZBZe,https://api.spotify.com/v1/tracks/36ndD0PrOlo8NYc4xmZBZe,https://api.spotify.com/v1/audio-analysis/36ndD0PrOlo8NYc4xmZBZe,93474,4
135,Ambedo,0.0717,0.634,5,-10.082,1,0.0407,4.61e-05,0.838,0.148,0.237,179.42,audio_features,0jeqzFSbN879vYUFehDbI7,spotify:track:0jeqzFSbN879vYUFehDbI7,https://api.spotify.com/v1/tracks/0jeqzFSbN879vYUFehDbI7,https://api.spotify.com/v1/audio-analysis/0jeqzFSbN879vYUFehDbI7,230968,4
136,Lisboa que amanhece,0.645,0.563,2,-7.996,1,0.0441,0.26,0.00165,0.197,0.409,96.016,audio_features,4j8CmdOoL0svfJBLCuZvN5,spotify:track:4j8CmdOoL0svfJBLCuZvN5,https://api.spotify.com/v1/tracks/4j8CmdOoL0svfJBLCuZvN5,https://api.spotify.com/v1/audio-analysis/4j8CmdOoL0svfJBLCuZvN5,305600,4
137,It's Not Easy,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,audio_features,3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/audio-analysis/3TwtrR1yNLY1PMPsrGQpOp,221693,4
138,Song For Someone,0.569,0.471,11,-9.688,1,0.0259,0.166,9.41e-06,0.419,0.409,104.998,audio_features,40xcrghLmBuKzRFSZ6klGZ,spotify:track:40xcrghLmBuKzRFSZ6klGZ,https://api.spotify.com/v1/tracks/40xcrghLmBuKzRFSZ6klGZ,https://api.spotify.com/v1/audio-analysis/40xcrghLmBuKzRFSZ6klGZ,226763,4
139,The Hellcat Spangled Shalalala,0.449,0.872,11,-4.992,1,0.0507,0.000793,0.00062,0.0642,0.788,130.22,audio_features,52M1FvGd0AkoUwcHL2L8jv,spotify:track:52M1FvGd0AkoUwcHL2L8jv,https://api.spotify.com/v1/tracks/52M1FvGd0AkoUwcHL2L8jv,https://api.spotify.com/v1/audio-analysis/52M1FvGd0AkoUwcHL2L8jv,180373,4
140,Feels Like Summer,0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,audio_features,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,297404,4
141,Someday Sometimes,0.332,0.697,7,-4.769,1,0.0367,0.279,0.0214,0.264,0.13,77.675,audio_features,5tvl9mfMFIllTpSTBaW2kv,spotify:track:5tvl9mfMFIllTpSTBaW2kv,https://api.spotify.com/v1/tracks/5tvl9mfMFIllTpSTBaW2kv,https://api.spotify.com/v1/audio-analysis/5tvl9mfMFIllTpSTBaW2kv,316827,4
